"Year","Variables","First Quarter","Second Quarter","Third Quarter","Fourth Quarter"
"2007","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","60.61","60.51","63.17","64.68"
"2007","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","382.27","360.03","168.46","221.90"
"2007","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","1,041.49","1,101.36","931.03","1,098.26"
"2007","BOP_Merchandise Trade Balance (Millions of US Dollars)","-617.83","-712.90","-1,318.11","-1,245.14"
"2007","BOP_Current Account (Millions of US Dollars)","-422.92","-216.84","-859.03","-702.69"
"2006","BOP_Exceptional Financing (Millions of US Dollars)","38.68","46.95","35.99","0.00"
"2006","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","74.47","-129.39","282.98","-500.90"
"2006","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.66","0.00","0.00","0.00"
"2006","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","-381.00","77.42","0.00","39.02"
"2006","BOP_Reserves and Related Items (Millions of US Dollars)","-267.19","-5.02","318.97","-461.88"
"2006","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","-305.87","-51.97","282.98","-461.88"
"2006","BOP_Net Errors and Omissions (Millions of US Dollars)","26.73","-45.07","-52.63","41.71"
"2006","BOP_Overall Balance (Millions of US Dollars)","267.19","5.02","-318.97","461.88"
"2006","BOP_Direct investments (Millions of US Dollars)","198.12","59.86","305.54","72.49"
"2006","BOP_Other investments (Millions of US Dollars)","-158.00","116.83","-110.57","770.36"
"2006","BOP_Capital (net) (Millions of US Dollars)","61.53","47.81","70.27","50.33"
"2006","BOP_ Financial and Capital Account (Millions of US Dollars)","101.65","224.50","265.24","893.18"
"2006","BOP_Transfers_Official (net) (Millions of US Dollars)","406.77","89.39","70.15","37.37"
"2006","BOP_Transfers (net) (Millions of US Dollars)","849.77","554.62","433.98","409.89"
"2006","BOP_Transfers_Private (net) (Millions of US Dollars)","443.00","465.23","363.83","372.52"
"2006","BOP_Income_Inflows (Millions of US Dollars)","17.28","17.54","21.45","17.00"
"2006","BOP_Income_Outflows (Millions of US Dollars)","-45.85","-54.67","-52.87","-47.24"
"2006","BOP_Services_Outflows (Millions of US Dollars)","-360.32","-369.39","-389.50","-413.61"
"2006","BOP_Income (net) (Millions of US Dollars)","-28.57","-37.13","-31.42","-30.24"
"2006","BOP_Services_Inflows (Millions of US Dollars)","330.92","316.87","347.75","403.19"
"2006","BOP_Services (net) (Millions of US Dollars)","-29.40","-52.52","-41.75","-10.42"
"2006","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","791.80","464.97","360.81","369.23"
"2006","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-379.79","-448.19","-483.35","-334.83"
"2006","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-1,573.40","-1,591.23","-1,814.71","-1,774.34"
"2006","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-1,193.61","-1,143.04","-1,331.36","-1,439.51"
"2006","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","228.90","297.59","225.53","303.26"
"2006","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","49.06","52.58","49.91","55.16"
"2006","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2006","BOP_Merchandise Exports_Gold (Millions of US Dollars)","293.91","320.48","329.42","333.44"
"2006","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","348.54","281.20","317.46","240.24"
"2006","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","920.41","951.85","922.32","932.10"
"2006","BOP_Current Account (Millions of US Dollars)","138.81","-174.41","-531.58","-473.01"
"2006","BOP_Merchandise Trade Balance (Millions of US Dollars)","-652.99","-639.38","-892.39","-842.24"
"2005","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","99.54","64.56","-178.65","-299.74"
"2005","BOP_Exceptional Financing (Millions of US Dollars)","56.90","71.90","59.50","36.70"
"2005","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","4.56","8.19","5.84","-0.19"
"2005","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","-6.20","-16.63","26.28","-16.90"
"2005","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","97.90","56.12","-146.53","-316.83"
"2005","BOP_Reserves and Related Items (Millions of US Dollars)","154.80","128.02","-87.03","-280.13"
"2005","BOP_Overall Balance (Millions of US Dollars)","-154.80","-128.02","87.03","280.13"
"2005","BOP_Net Errors and Omissions (Millions of US Dollars)","-23.36","-4.35","132.80","-81.84"
"2005","BOP_Other investments (Millions of US Dollars)","-69.69","0.34","244.29","514.58"
"2005","BOP_Direct investments (Millions of US Dollars)","18.59","31.49","37.23","57.66"
"2005","BOP_Capital (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2005","BOP_Transfers_Official (net) (Millions of US Dollars)","85.27","169.09","196.65","124.65"
"2005","BOP_ Financial and Capital Account (Millions of US Dollars)","-51.10","31.83","281.52","572.24"
"2005","BOP_Transfers_Private (net) (Millions of US Dollars)","355.97","311.71","348.11","533.97"
"2005","BOP_Income_Outflows (Millions of US Dollars)","-60.85","-62.80","-58.45","-48.29"
"2005","BOP_Transfers (net) (Millions of US Dollars)","441.24","480.80","544.76","658.62"
"2005","BOP_Income_Inflows (Millions of US Dollars)","7.81","9.61","14.10","11.75"
"2005","BOP_Income (net) (Millions of US Dollars)","-53.04","-53.19","-44.35","-36.54"
"2005","BOP_Services_Outflows (Millions of US Dollars)","-281.94","-278.35","-337.29","-375.50"
"2005","BOP_Services_Inflows (Millions of US Dollars)","258.40","245.70","321.37","281.01"
"2005","BOP_Services (net) (Millions of US Dollars)","-23.54","-32.65","-15.92","-94.49"
"2005","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","364.66","394.96","484.49","527.59"
"2005","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-961.60","-1,025.28","-1,218.25","-1,012.75"
"2005","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-214.18","-241.64","-270.09","-403.53"
"2005","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","151.52","169.06","215.46","185.45"
"2005","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-1,175.78","-1,266.92","-1,488.34","-1,416.28"
"2005","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2005","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","50.58","61.86","59.49","54.61"
"2005","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","305.79","254.29","176.06","172.22"
"2005","BOP_Merchandise Exports_Gold (Millions of US Dollars)","222.90","231.24","225.55","266.14"
"2005","BOP_Merchandise Trade Balance (Millions of US Dollars)","-445.00","-550.47","-811.78","-737.86"
"2005","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","730.78","716.45","676.56","678.42"
"2005","BOP_Current Account (Millions of US Dollars)","-80.34","-155.50","-327.29","-210.27"
"2004","BOP_Exceptional Financing (Millions of US Dollars)","42.41","38.93","48.14","66.56"
"2004","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","115.80","31.61","-120.00","-240.16"
"2004","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","-10.20","-10.01","34.73","-7.42"
"2004","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","4.26","11.56","4.25","0.00"
"2004","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","109.86","33.16","-81.02","-247.58"
"2004","BOP_Reserves and Related Items (Millions of US Dollars)","152.27","72.09","-32.88","-181.02"
"2004","BOP_Overall Balance (Millions of US Dollars)","-152.27","-72.09","32.88","181.02"
"2004","BOP_Net Errors and Omissions (Millions of US Dollars)","-138.93","15.42","55.33","171.99"
"2004","BOP_Direct investments (Millions of US Dollars)","20.52","22.00","43.00","53.75"
"2004","BOP_Other investments (Millions of US Dollars)","-49.92","-136.52","-19.44","268.18"
"2004","BOP_Capital (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2004","BOP_ Financial and Capital Account (Millions of US Dollars)","-29.40","-114.52","23.56","321.93"
"2004","BOP_Transfers_Private (net) (Millions of US Dollars)","321.01","406.21","257.64","302.19"
"2004","BOP_Transfers_Official (net) (Millions of US Dollars)","124.46","119.01","148.04","152.42"
"2004","BOP_Income_Outflows (Millions of US Dollars)","-60.43","-57.40","-61.42","-63.09"
"2004","BOP_Transfers (net) (Millions of US Dollars)","445.47","525.22","405.68","454.61"
"2004","BOP_Income (net) (Millions of US Dollars)","-49.30","-46.27","-50.29","-51.96"
"2004","BOP_Income_Inflows (Millions of US Dollars)","11.13","11.13","11.13","11.13"
"2004","BOP_Services_Inflows (Millions of US Dollars)","144.98","248.21","171.94","137.16"
"2004","BOP_Services_Outflows (Millions of US Dollars)","-257.48","-280.58","-253.22","-267.19"
"2004","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","283.67","446.58","274.11","272.62"
"2004","BOP_Services (net) (Millions of US Dollars)","-112.50","-32.37","-81.28","-130.03"
"2004","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-142.13","-185.89","-226.98","-219.97"
"2004","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-792.65","-915.81","-807.95","-1,005.89"
"2004","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-934.78","-1,101.71","-1,034.93","-1,225.86"
"2004","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","112.60","146.69","165.63","201.95"
"2004","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2004","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","46.58","53.24","58.06","53.84"
"2004","BOP_Merchandise Exports_Gold (Millions of US Dollars)","229.48","195.80","195.46","219.47"
"2004","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","278.51","286.41","295.67","165.08"
"2004","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","667.17","682.14","714.81","640.34"
"2004","BOP_Merchandise Trade Balance (Millions of US Dollars)","-267.61","-419.57","-320.12","-585.52"
"2004","BOP_Current Account (Millions of US Dollars)","16.06","27.01","-46.01","-312.90"
"2003","BOP_Exceptional Financing (Millions of US Dollars)","49.80","78.60","-37.80","9.10"
"2003","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","-1.60","8.60","-2.60","37.60"
"2003","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","26.30","-206.70","-172.20","-414.70"
"2003","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","-0.30","37.40","-1.10","31.30"
"2003","BOP_Reserves and Related Items (Millions of US Dollars)","74.20","-82.10","-213.70","-336.70"
"2003","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","24.40","-160.70","-175.90","-345.80"
"2003","BOP_Overall Balance (Millions of US Dollars)","-74.20","82.10","213.70","336.70"
"2003","BOP_Net Errors and Omissions (Millions of US Dollars)","-79.88","8.89","117.15","-106.24"
"2003","BOP_Direct investments (Millions of US Dollars)","34.10","20.30","27.00","24.00"
"2003","BOP_Other investments (Millions of US Dollars)","-39.10","-40.30","-10.20","324.55"
"2003","BOP_ Financial and Capital Account (Millions of US Dollars)","-5.00","-20.00","16.80","348.55"
"2003","BOP_Capital (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2003","BOP_Transfers_Private (net) (Millions of US Dollars)","193.00","232.20","294.60","297.40"
"2003","BOP_Transfers_Official (net) (Millions of US Dollars)","63.80","115.90","121.40","80.90"
"2003","BOP_Income_Outflows (Millions of US Dollars)","-45.70","-50.50","-28.00","-78.20"
"2003","BOP_Transfers (net) (Millions of US Dollars)","256.80","348.10","416.00","378.30"
"2003","BOP_Income_Inflows (Millions of US Dollars)","5.35","5.35","5.35","5.35"
"2003","BOP_Services_Outflows (Millions of US Dollars)","-207.50","-225.40","-220.70","-246.20"
"2003","BOP_Income (net) (Millions of US Dollars)","-40.35","-45.15","-22.65","-72.85"
"2003","BOP_Services_Inflows (Millions of US Dollars)","129.35","166.90","166.85","166.95"
"2003","BOP_Services (net) (Millions of US Dollars)","-78.15","-58.50","-53.85","-79.25"
"2003","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","138.30","244.45","339.50","226.20"
"2003","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-165.40","-138.85","-136.13","-122.56"
"2003","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-527.39","-662.94","-698.57","-780.99"
"2003","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-692.78","-801.79","-834.70","-903.55"
"2003","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","128.49","160.40","118.50","332.40"
"2003","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2003","BOP_Merchandise Exports_Gold (Millions of US Dollars)","189.42","200.95","204.43","235.34"
"2003","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","36.89","47.69","44.39","45.77"
"2003","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","210.36","241.51","207.63","158.24"
"2003","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","565.16","650.55","574.94","771.74"
"2003","BOP_Merchandise Trade Balance (Millions of US Dollars)","-127.62","-151.24","-259.75","-131.81"
"2003","BOP_Current Account (Millions of US Dollars)","10.68","93.21","79.75","94.39"
